Date (dd/mm/yyyy),Date (mm/dd/yyyy),Title,English Title,Link,Sentiment,Kurds in Turkey,Kurds in Syria,Kurds in Iraq,Kurds in Iran,Turkey's National Security,Independence or Autonomy,PKK/SDF/YPG/YPJ/YBS/QSD,Which group?,ISIS/Daesh,Undefined terrorism or national security threat,Full Text
2018-03-03,3/3/2018,,"No: 3, 3 January 2018, Press Release Regarding the Assassination of Mr. Aleattin Maksut Ali, Iraqi Turkmen Front’s Head of the Askeri District of Kirkuk",https://www.mfa.gov.tr/no_-15_-teror-orgutu-pydypg-komutasinda-sozde-suriye-sinir-guvenligi-gucu-kurulacagi-yonundeki-beyanlar-hk.tr.mfa,,0,0,0,0,0,0,0,0,0,1,"It has been learned with great sorrow that Mr. Aleattin Maksut Ali, Iraqi Turkmen Front’s Head of the Askeri District of Kirkuk lost his life yesterday evening (January 2nd) as a result of an armed attack.
 
 We wish Allah’s mercy upon him, offer our condolences to his relatives, our Iraqi Turkmen brothers and sisters and the Iraqi people.
 
 We strongly condemn this heinous attack perpetrated at a time when the people of Kirkuk, who represent the model of the rich demographic mosaic of Iraq, were supposed to start to leave behind the griefs they have been subjected to for many years.
 
 We call upon the Iraqi authorities to take the necessary measures to assure that each and every component of the province live in safety and peace.
 
 We expect that the perpetrators and instigators of this attack, which testifies to the ongoing presence of terrorist circles in Kirkuk, be brought to justice."
2018-05-05,5/5/2018,"SC-36, 5 Mayıs 2018, Dışişleri Bakanlığı Sözcüsü Hami Aksoy’un ABD Dışişleri Bakanlığı Sözcüsü’nün Afrin halkının geri dönüşüne izin verilmediği yönündeki açıklaması hakkındaki soruya cevabı","QA-36, 5 May 2018, Statement of Foreign Ministry Spokesperson Hami Aksoy's response to a question about the US State Department Spokesperson's statement that the people of Afrin are not allowed to return",https://www.mfa.gov.tr/sc_-36_-afrin-halkinin-geri-donusune-izin-verilmedigi-yonundeki-aciklama-hk-sc.tr.mfa,,0,0,0,0,1,0,1,YPG; PKK,0,0,"The Spokesperson of the US Department of State made an unfortunate statement about Operation Olive Branch on the basis of unconfirmed assumptions, under the influence of the smear campaign of the PYD/YPG terrorist organization, at the press conference on 3 May.
 
 First of all, it is the PYD/YPG itself that is preventing the local people from wanting to return to Afrin. The aforementioned terrorist organization is thus trying to gather material for its black propaganda activities against Turkey. On the other hand, it is also a fact that the large number of mines and hand-made explosives placed in the city by the PYD/YPG pose a security threat that makes it difficult to return. Turkey continues its efforts to normalize the situation in Afrin and facilitate the safe return of local people.
 
 The claim that the humanitarian situation in Afrin is a source of ""deep concern"" under the current circumstances is completely unfounded. The main concern in northern Syria is the cooperation of the countries we know as our allies with PKK/PYD/YPG terrorists.
 
 In fact, Operation Olive Branch has shown that the fight against terrorism can be carried out without harming civilians. Turkey is not the addressee of the call to allow humanitarian aid organizations to pass to Afrin. Because, our country provides all necessary facilities for the humanitarian aid convoys of the United Nations to Afrin."
26/07/2018,7/26/2018,,"No: 199, 26 July 2018, Press Release Regarding the Terror Attacks by DEASH in Suwayda, Syria",https://www.mfa.gov.tr/no_-199_-suriye-de-meydana-gelen-teror-saldirisi-hk-26-temmuz_en.en.mfa,,0,0,0,0,0,0,1,PKK; YPG,1,0,"We strongly condemn the latest terror attacks perpetrated by the terrorist organization DEASH in the Syrian province of Suwayda, leading to a high number of casualties.
 
 As a member of the Global Coalition Against DEASH, Turkey’s resolve to fight against terrorist organizations that have found breeding ground in Syria, in particular DEASH and PKK/KCK/PYD-YPG, is firm. Turkey has proven its resolve to fight against terrorist organizations that operate in Syria through Operations Euphrates Shield and Olive Branch.
 
 The eradication of terror generating from Syria will be made possible by the elimination of the conditions that have led to the emergence of terrorist organizations. This could be achieved through a negotiated, credible and lasting political solution."
31/05/2019,5/31/2019,,"No: 154, 31 May 2019, Press Release Regarding Terrorist Attacks in Kirkuk",https://www.mfa.gov.tr/no_154_-kerkuk-te-duzenlenen-teror-saldirilari-hk.en.mfa,,0,0,0,0,0,0,0,0,0,1,"We have received the news with sorrow that there were casualties and injuries due to terrorist attacks perpetrated in Kirkuk yesterday (30 May).
 
 We strongly condemn these heinous terror attacks that target the culture of peaceful coexistence among different ethnic and religious communities. We convey our condolences to the friendly and brotherly people of Iraq, wish Allah’s mercy upon those who lost their lives and speedy recovery for the wounded.
 
 We fully believe that such heinous attacks cannot undermine the will of the people of Kirkuk towards living together in peace, harmony and security and contributing to Iraq’s prosperity and tranquility."
2019-10-06,6/10/2019,"No: 158, 10 Haziran 2019, Sayın Bakanımızın Erbil Ziyareti Hk.","No: 158, 10 June 2019, Press Release Regarding the Visit of Minister to Erbil.",https://www.mfa.gov.tr/no_158_-sayin-bakanimizin-erbil-i-ziyareti-hk.tr.mfa,,0,0,1,0,0,0,0,0,0,0,"Minister Çavuşoğlu will visit Erbil today (10 June) to attend the swearing-in ceremony of Nechirvan Barzani, who was elected as the President of the Iraqi Kurdish Regional Government.
 
 On the occasion of his visit, Minister Çavuşoğlu is expected to hold talks with high-level Iraqi officials in Erbil."
2019-02-07,7/2/2019,,"No: 192, 2 July 2019, Press Release Regarding UN Special Representative for Children and Armed Conflict Virginia Gamba's Signing of an 'Action Plan' with the So-called 'Syrian Democratic Forces' Dominated by the PKK/PYD/YPG Terrorist Organization",https://www.mfa.gov.tr/no_209_-erbil-de-yasanan-silahli-saldiri-hk.en.mfa,,0,0,0,0,0,0,1,PKK; YPG; SDF,0,0,"UN Special Representative for Children and Armed Conflict Virginia Gamba’s meeting with PKK terrorist ""Ferhat Abdi Şahin"", who commands the so-called ""Syrian Democratic Forces"" dominated by the PKK/PYD/YPG terrorist organization, to sign an ""Action Plan"" at the UN Office in Geneva without the knowledge of the members is a grave incident which we strongly condemn.
 
 Following the said incident, necessary demarches have been immediately made to the UN authorities. There can be no explanation for the UN, which should be at the forefront in the fight against terrorism, to strike a deal with a terrorist organization. This act also constitutes a clear breach by the UN of its own resolutions on terrorism.
 
 The UN’s confirmation that the terrorist organization PKK/PYD/YPG has committed against children the gravest violations of international law and international humanitarian law, including the forceful recruitment and use, is important in terms of revealing once again the track record of the terrorist organization in this regard. It is, however, utterly unacceptable that the UN has taken a terrorist organization with blood on its hands as an interlocutor to address this problem."
25/8/2019,8/25/2019,,"No: 253, 25 August 2019, Press Release Regarding the Attacks in Kirkuk Province of Iraq",https://www.mfa.gov.tr/no_253_-kerkuk-de-meydana-gelen-saldirilar-hk.en.mfa,,0,0,0,0,0,0,0,0,0,1,"We are saddened by the attacks that took place last night (24 August) at a shrine in Tavuk district of Kirkuk, resulting with the death of 6 and injuring 11 Iraqi Turkmen civilians.
 
 We condemn this heinous attack targeting the current peace and security environment in Kirkuk. Turkey wishes Allah’s mercy upon those who lost their lives, and expresses her condolences to the brotherly Iraqi people.
 
 We believe that the Iraqi Government will take the necessary measures against the perpetuators of this attack to Kirkuk which is the symbol of Iraq’s unity."
2019-08-10,10/8/2019,,"No: 290, 8 October 2019, Press Release Regarding the Conferral of Abdullah Öcalan, the Leader of the PKK Terrorist Organization, with Honorary Citizenship by the Town Council of Berceto, Italy",https://www.mfa.gov.tr/no_290_-teroristbasina-fahri-hemsehrilik-verilmesi-hk.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"We strongly condemn the conferral of Abdullah Öcalan, the leader of the PKK terrorist organization, with honorary citizenship on 5th October, 2019 by the Town Council of Berceto, a town in the Parma province located at the Emilia Romagna Region of Italy.
 
 Any act attempting to legitimize the leader of the PKK which violently murdered more than 40 thousand people and listed in the EU Terrorist Organizations List is unacceptable.
 
 The Ambassador of Italy in Ankara, H.E. Massimo Gaiani, was invited to our Ministry and we extended our reaction regarding the issue."
2019-11-10,10/11/2019,,"No: 297, 11 October 2019, Press Release Regarding Certain Comments in the International Community on Operation Peace Spring",https://www.mfa.gov.tr/no_297_-baris-pinari-harekati-ni-hedef-alan-yorumlar-hk.en.mfa,,0,1,0,0,1,0,1,PKK; YPG,1,0,"The ultimate goal of Operation Peace Spring, launched on October 9, 2019 in the face of multi-dimensional terror threats emanating from Syria against our national security, is to ensure the security of our borders, to neutralize terrorists in the region and to save the Syrian people from the oppression of terrorists.
 
 In spite of this, some countries and circles voiced a number of allegations and comments, which were also reflected in various international media outlets.
 
 The Operation is being conducted on the basis of international law, in accordance with our right of self-defense under Article 51 of the United Nations Charter and resolutions of the UN Security Council on fight against terrorism.
 
 PYD/YPG is the Syrian offshoot of PKK, which is recognized as a terrorist organization also by the EU and NATO. During the planning and execution phases of the operation, only PYD/YPG elements and their hideouts, shelters, emplacements, weapons, vehicles and equipment are being targeted. All necessary measures are taken to prevent any harm to civilians and any damage to civilian infrastructure. Allegations that the operation would lead to a new humanitarian crisis and a mass migration flow are fabricated in order to discredit Turkey's counter-terrorism efforts.
 
 Turkey fought against DEASH terrorist organization in Syria more than any other country and paid the heaviest price. Countries which insist on the mistake of combating DEASH by using another terrorist organization, remain idle to PYD/YPG’s release of DEASH detainees in line with the interest of the terrorist organization and even refrain from repatriating their own citizens who are foreign terrorist fighters in the ranks of DEASH, do not have the right to lecture Turkey on the fight against DEASH.
 
 Turkey has no plans whatsoever to modify the demographic structure in the operation area. Since the beginning of the Syrian conflict, PYD/YPG terrorist organization has oppressed and intimidated the local population, the Syrian Kurds in particular, and forcibly displaced them. The crimes which PYD/YPG committed against humanity, first and foremost the practices of ethnic cleansing, have been documented by independent international organizations.
 
 Preservation of the territorial integrity and political unity of its neighbor, Syria, is essential for Turkey. Certain countries, which explicitly or implicitly support the separatist agenda of PYD/YPG terrorist organization, are making baseless accusations against Turkey on this matter. This is a manifestation of their frustration for the disruption of their plans to divide Syria.
 
 The allegation that Operation Peace Spring would damage efforts to reach a political solution in Syria is far from reality. Turkey is one of the few countries that exerted maximum and genuine efforts to establish the Constitutional Committee, in close cooperation with other Astana guarantors and the UN. Pursuing a separatist agenda that undermines the principle of territorial integrity and political unity of Syria, on which a political solution must be built upon, PYD/YPG cannot be regarded as a legitimate representative of any segment of the Syrian people. Fighting against such a terrorist organization will only contribute to the advancement of the political process.
 
 Our main expectation from the international community, particularly from our Allies, is to support our fight against terrorism. As it did in the past, Turkey will continue to firmly counter all kinds of terrorist organizations."
2019-12-10,10/12/2019,"SC-62, 12 Ekim 2019, Dışişleri Bakanlığı Sözcüsü Hami Aksoy’un Barış Pınarı Harekatı Kapsamında DEAŞ’lı Tutuklular ve Ailelerinin Akıbeti Hakkındaki Soruya Cevabı","QA-62, 12 October 2019, Statement of the Spokesperson of the Ministry of Foreign Affairs, Hami Aksoy, in Response to a Question Regarding the Fate of DAESH Detainees and Their Families Within the Scope of Operation Peace Spring",https://www.mfa.gov.tr/sc_-62_-deas-li-tutuklular-ve%20aileleri-hk-sc.tr.mfa,,0,0,0,0,0,0,0,0,1,0,"As part of Turkey's Peace Spring Operation, we are closely following the efforts to overshadow the efforts to create a safe zone by clearing the north-east of Syria from terrorism.
 
 As our President, Mr. Recep Tayyip Erdoğan stated in his last phone call with US President Trump, we will undertake the surveillance of DAESH elements in the detention centers in the areas to be cleared from terrorism with Operation Peace Spring and their families in the camps in the operation area.
 
 At this stage, efforts will be made to keep DEASH members and their families, who will be taken under surveillance by our country, in areas free from terrorism in Syria.
 
 We are ready to work with countries of citizenship and international organizations on the rehabilitation of non-criminal spouses and children of foreign terrorist fighters affiliated with DAESH.
 
 On the other hand, it should be known that the permanent solution is the withdrawal, trial and rehabilitation of the foreign terrorist fighters held in Syria and their families by their countries of origin. In this direction, we attach importance to the joint efforts of the international community. Turkey will continue to make every contribution to the efforts of the international community for this purpose."
2019-12-10,10/12/2019,"SC-63, 12 Ekim 2019, Dışişleri Bakanlığı Sözcüsü Hami Aksoy’un Arap Ligi Toplantısı Hakkındaki Soruya Cevabı","QA-63, 12 October 2019, Statement of the Spokesperson of the Ministry of Foreign Affairs, Hami Aksoy, in Response to the Question Regarding the Arab League Meeting",https://www.mfa.gov.tr/sc_-63_-arap-ligi-toplantisi-hk-sc.tr.mfa,,0,0,0,0,0,0,0,YPG; PKK,0,0,"The first and biggest victims of the ethnic cleansing policy and crimes against humanity of the PYD/YPG/PKK terrorist organization have been the Syrian Arabs. Hundreds of thousands of Arabs were expelled from their homes and lands east of the Euphrates by the PYD/YPG/PKK.
 
 It is exemplary that the Secretary General of the Arab League, who should be the voice of the Arab world and the Arab street, supports the perpetrators of the crimes committed against the Arabs in Syria and the terrorists who are trying to tear the ""Arab homeland"" apart, instead of defending the rights and laws of the Syrian Arabs.
 
 Operation Peace Spring is carried out in the context of Turkey's right to self-defense within the framework of Article 51 of the UN Charter.
 
 The Secretary General of the Arab League, who has remained silent in the face of illegitimate practices and atrocities affecting hundreds of thousands of people in the Middle East and North Africa, especially in Jerusalem, accuses our country of being an occupier instead of a terrorist organization that aims at Syria's territorial integrity, to be a partner in the crimes of this organization and to the Arab world. is to betray."
13/10/2019,10/13/2019,,"No: 299, 13 October 2019, Press Release Release Regarding the Increase in the Number of the Violent Attacks, Demonstrations and Actions of the PKK Abroad",https://www.mfa.gov.tr/no_299_-pkk-unsurlarinin-yurtdisinda-artan-saldirilari-hk.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"We witness an increase in the number of violent demonstrations and actions committed by PKK fractions especially in the European countries after the launch of the Operation Peace Spring.
 
 We expect all the relevant foreign authorities to strengthen the measures taken and to display maximum consideration in order to protect our diplomatic missions, the safety of life and property of our citizens and personnel abroad, and the Turkish interests against the demonstrations of the PKK."
20/10/2019,10/20/2019,,"No: 305, 20 October 2019, Press Release Regarding the Allegations in Amnesty International’s Report on Operation Peace Spring",https://www.mfa.gov.tr/no_305_-uluslararasi-af-orgutunun-bph-ye-iliskin-raporu-hk.en.mfa,,0,0,0,0,1,0,1,PKK; YPG,0,0,"We totally reject the unfounded allegations in Amnesty International’s report on Operation Peace Spring.
 
 We consider these baseless allegations as part of an ongoing smear campaign against our efforts in countering the terror threat stemming from Syria and aiming at Turkey’s national security.
 
 Operation Peace Spring is a counter-terrorism operation against the PYD/YPG terrorist organization which threatens both Turkey’s national security and Syria’s territorial integrity by pursuing a separatist agenda.
 
 During the planning and execution phases of the operation, only PYD/YPG terrorist elements and their hideouts, shelters, emplacements, weapons, vehicles and equipment are targeted. All necessary measures are taken in order to avoid harm to civilians and civilian infrastructure.
 
 We would like to take this opportunity to remind that the Syria National Army which is supporting the operation has already established an Investigation Committee to look into the alleged cases of civilian casualties attributed to its own elements.
 
 The bonds between PYD/YPG and PKK, recognized as a terrorist organization also by the EU and NATO, as well as its crimes and violations have been documented on repeated occasions. We invite Amnesty International to re-examine these studies of independent international institutions, including those of its own."
24/10/2019,10/24/2019,,"No: 309, 24 October 2019, Press Release Regarding the Resolution Adopted at the European Parliament on the Operation Peace Spring",https://www.mfa.gov.tr/no_309_-ap-de-kabul-edilen-karar-hk.en.mfa,,0,0,0,0,1,0,1,PKK; YPG,1,0,"We fully reject the European Parliament’s (EP) position adopted today (24 October) on the Operation Peace Spring.
 
 We are not actually surprised by this decision taken by those who are constantly hosting terrorists in their Parliament.
 
 As previously stated on every occasion, our operation is conducted on the basis of international law, in accordance with our right of self-defense under Article 51 of the United Nations Charter and resolutions of the UN Security Council on fight against terrorism. The operation has targeted PYD/YPG, the PKK offshoot in Syria, which is also recognized by the EU and NATO as terrorist organizations, their shelters, refuges, positions, weapons, tools and equipment and all necessary measures have been taken in order to prevent any harm to civilians and damage to civilian infrastructure.
 
 Furthermore, the legitimacy of this operation has been approved by our agreements with the USA and Russia.
 
 With the statements we have made repeatedly so far to the international public and to our foreign official counterparts at the highest level, all the claims in this EP resolution have been denied and the necessary information have been provided.
 
 Despite all our statements, the European Parliament has insisted on a biased position lacking of common sense towards Turkey, by adopting a decision incompatible with the facts.
 
 Instead of showing solidarity with Turkey who is fighting against PKK/PYD/YPG and DEASH arising from Syria, and struggling with illegal migration, the EP has preferred to serve the agenda of a terrorist organization and to rely on its ungrounded accusations.
 
 This decision does not serve to the efforts aiming to develop relations and cooperation between the newly elected EP in May and Turkey.
 
 This decision shows that the EP cannot properly follow the important developments in the regional and global arena, assess the causes and the consequences of these developments in an objective and holistic way and that it is unable to develop sound and relevant strategies. We consider the efforts to link the developments on the Syrian crisis with irrelevant issues such as the Customs Union and pre-accession funds as a great mistake.
 
 The EP and the EU, instead of being grateful to Turkey, a candidate country to the EU and a NATO ally, for this operation which accelerates the political solution process in Syria, prevents separatism, formation of a terror zone and the efforts to create a demographic change in the border of Europe and NATO, protects the unity and territorial integrity of Syria, prevents further irregular migration and helps Syrians to return to their country safely and voluntarily, continue to take imprudent conclusions.
 
 As an inseparable part of Europe, Turkey is aware that its security is directly linked to the security of Europe. This is why, until today, Turkey has contributed to the security of Europe and has made important sacrifices to this end. Turkey is determined to pursue this stance. No power and no resolution can prevent Turkey from taking steps for its national security."
31/10/2019,10/31/2019,,"No: 320, 31 October 2019, Press Release Regarding the Resolutions Adopted by the French Parliament on Operation Peace Spring",https://www.mfa.gov.tr/no_320_-fr-parlamentosu-nun-kararlari-hk.en.mfa,,0,1,0,0,1,,1,PKK; YPG,1,0,"We strongly condemn and reject the resolutions adopted by the French Senate and National Assembly on Operation Peace Spring.
 
 It is well understood that France has adopted these resolutions upon the frustration of its endeavours to establish a terror state in Syria.
 
 By taking such steps, the French Parliament and the French government which supports these resolutions once again declared to the world that they side with PYD/YPG, the Syrian off-shoot of PKK, an EU-designated terrorist organization. For us, the attitude of the parliament of this country, where terrorists are hosted at the highest-level at the Elysée Palace, is not surprising.
 
 Despite Turkey’s repeated warnings to its Allies against partnering with the PYD/YPG terrorist organization against another one, namely DEASH; France, under the guise of combatting DEASH, has supported a terrorist organization that poses an existential threat to Turkey’s national security and has insisted on the mistake of identifying Syrian Kurds with PYD/YPG.
 
 The so-called “PYD/YPG romanticism”, which paralyzes the French Parliament’s and Government’s perception of reality, has blinded France’s eyes and deafened its ears against the oppression of PYD/YPG in all areas under its yoke, primarily to Arabs and the very Kurds it claims to represent as well as to Turkmens and Christians.
 
 As previously expressed on every occasion, Operation Peace Spring was carried out on the basis of international law, in accordance with our right of self-defense outlined in Article 51 of the UN Charter and the relevant UN Security Council resolutions on the fight against terrorism. The legitimacy of the operation was also reaffirmed by our recent agreements with the US and Russia.
 
 We previously denied or elucidated all claims raised by the members of the Parliament and Government officials during the decision-making processes in the Parliament with our statements made so far to the international community and to our foreign interlocutors at the highest level. The French Parliament's adoption of resolutions that are incompatible with facts despite all our initiatives and statements can only be explained with its bias and lack of common sense towards Turkey, and with France’s despair with respect to Syria.
 
 No country can lecture Turkey on combating DEASH. A state that even hesitates to assume the responsibility of its citizens in Syria who joined DEASH, has no right at all to make accusations against Turkey which engaged in close quarter combat on the ground against DEASH, lost martyrs and continuously conducted counter-DEASH operations.
 
 It is only a historical irony that those who claim that Operation Peace Spring would interrupt efforts to find a political solution to the Syrian conflict, adopted the latest of these resolutions on the very same day when the Constitutional Committee met for the first time, bringing a new impetus to the political process.
 
 We once again invite the Parliament and Government of France to side with their NATO and European ally Turkey, not with terrorists in the fight against terrorism, and to show solidarity with Turkey."
29/1/2020,1/29/2020,,"No: 29, 29 January 2020, Press Release Regarding the Ruling of the Belgian Supreme Court Concerning 36 PKK-linked Individuals and Legal Entities",https://www.mfa.gov.tr/no_29_-belcika-da-suren-ariadna-davasi-hk.en.mfa,,0,0,0,0,0,0,1,PKK,1,0,"he officials of the Belgian Federal Prosecution Office have notified that the Belgian Supreme Court has approved the validity of the ruling of the Belgian Chamber of Accusation preventing the prosecution process following the investigation that was launched by the Federal Prosecutor of Belgium in 2010 regarding 36 PKK-linked individuals and legal entities. This is an explicit attempt to undermine the law.
 
 This ruling, which exonerates a terrorist organization with ideological motives, is exemplary as it comes from a country that presumes to lecture Turkey on the rule of law.
 
 This ruling of the Belgian judiciary means clear support to the PKK, a listed terrorist organization by the EU, which is responsible for the death of over 40 thousand Turkish citizens including civilians, children and even babies.
 
 This ruling based on the understanding that “even if one massacres people in other countries, there is no problem as long as it keeps quiet in mine” is an example of hypocrisy; ignores the fact that terrorism poses threat to all nations and encourages other terrorist organizations.
 
 The ruling that has been built on political criteria rather than legal ones and containing grave contradictions demonstrates that Belgian legislation is inconsistent with the acquis communautaires of the EU which Belgium hosts as a founding member. It has also revealed that Belgian legislation poses an obstacle for Belgium to fulfil its international obligations in relation to counterterrorism, primarily stemming from the resolutions of the United Nations Security Council.
 
 We urge Belgian government to take all necessary steps to correct this desperate and contradictory ruling and to continue countering the PKK terrorist organization in an increasing manner.
 
 It is obvious that not only the PKK but also other terrorist organizations such as DAESH, which ruthlessly aimed Belgian people in the past, will exploit this irresponsible ruling. Therefore, we expect all responsible stakeholders to condemn this kind of attempts aiming to weaken international counterterrorism efforts.
 
 Standing on the right side of the history under all circumstances, Turkey will continue its fight against all forms of terrorism, which is one of biggest threats to humanity, both legally and through effective measures on the ground until the eradication of terrorist organizations."
2020-05-02,2/5/2020,,"No: 40, 5 February 2020, Press Release Regarding the Participation of the PKK Ringleaders in an Event at the European Parliament on 5 February 2020",https://www.mfa.gov.tr/no_40_-pkk-elebaslarinin-ap-de-duzenlenen-etkinlige-katilimlari-hk.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"In a scandalous event that took place today (February 5, 2020) at the European Parliament, terrorist propaganda was made; Turkey and our President were improperly threatened also with the participation of the ringleaders and supporters of the PKK terrorist organisation.
 
 Permitting the ringleaders of the PKK, which is also enlisted by the EU as a terrorist organisation, to attend an event at the European Parliament and propagating terrorism therein amount to openly extending support to terrorism.
 
 We strongly condemn this unofficial event which also disregards the principle of countering terrorist organisations without discrimination.
 
 Allowing this event, violates the EU Directive 2017/541 on Combatting Terrorism and the decision of the Bureau of the the European Parliament Presidency dated 2 October 2017; thereby contradicts with the guidelines of the EU.
 
 On the other hand, it has been observed that the unjust ruling of the Belgian Supreme Court with respect to the Ariadna Case has encouraged certain circles within the European Parliament to support terrorism. We expect Belgium to accomplish necessary legislative work without delay in order to undo the aforementioned ruling and to cooperate with Turkey in the fight against terrorism.
 
 We call upon the EU institutions and the EU member states to hold firm against terrorist organisations and give up taking terrorists under their wings."
2020-06-03,3/6/2020,,"No: 65, 6 March 2020, Press Release Regarding the Conferral of Abdullah Öcalan, the Leader of the PKK Terrorist Organization, with Honorary Citizenship by the Municipality of Fossalto, Italy",https://www.mfa.gov.tr/no_65_-italya-da-bir-belediye-tarafindan-teroristbasina-fahri-hemsehrilik-verilmesi-hk.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"The conferral of Abdullah Öcalan, the ringleader of the PKK terrorist organization, with honorary citizenship by the Fossalto Municipality of Italy, is an infamous incident that ignores serious crimes against humanity perpetrated by this murderer.
 
 The attempts to legitimize the PKK and its ringleader are futile as the PKK is registered on the list of terrorist organisations of the EU, responsible for the murder of more than 40 thousand people and has a heavy criminal record including drug and human trafficking, money laundering, child abduction and other organized crimes. These attempts are also completely contrary to the spirit of international cooperation in countering terrorism.
 
 In view of this attempt which constitutes the last example of similar decisions of some local governments in Italy, as well as similar attempts that may occur thereafter, we reiterate our expectation from Italian authorities to cooperate in the fight against the terrorist organization."
29/06/2020,6/29/2020,,"No: 134, 29 June 2020, Press Release Regarding the Pro-PKK Rallies in Austria and the Attitude of the Austrian Government",https://www.mfa.gov.tr/no_-134_-avusturya-da-pkk-yanlisi-gruplarca-duzenlenen-protesto-gosterileri-ve-avusturya-hukumeti-nin-tutumu-hk.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"The rallies which were organized by the PKK-terrorist organization and its supporters in Vienna in recent days have been a new manifestation of insincerity in the fight against terrorism.
 
 Allowing PKK propaganda through these rallies, turning a blind eye to the use of PKK’s symbols and targeting of Turkey are completely unacceptable. In view of these events, the importance of Turkey’s concrete achievements in its resolute fight against terrorism, within its borders and beyond is understood better. Efforts to provide a lifeline to the PKK terrorist organization which is in terminal decline as a result of Turkey’s successful operations are futile.
 
 Likewise, we condemn the harsh intervention of Austrian security forces that caused the injury of young people of Turkish origin as well as damage to business places belonging to the Turkish community.
 
 Ensuring public order and prevention of violence can only be possible by fighting terrorism in the correct manner. We urge the Austrian authorities to fight properly PKK which is recognized as a terrorist organization by the EU, and not to make of the issue material for populist politics. The Ambassador of Austria to Ankara will be summoned to the Ministry in order to share our concerns regarding the fact that the PKK-linked groups were allowed to organize rallies four days in a row and that the Austrian security forces used violence against the Turkish youth."
2020-03-07,7/3/2020,"SC-62, 3 Temmuz 2020, Dışişleri Bakanlığı Sözcüsü Hami Aksoy’un Mısır Arap Cumhuriyeti Dışişleri Bakanlığının Ülkemizin Irak’ın Kuzeyinde Devam Eden Pençe-Kartal ve Pençe-Kaplan Operasyonlarına Dair Açıklaması Hakkındaki Soruya Cevabı","QA-62, 3 July 2020, Statement of the Spokesperson of the Ministry of Foreign Affairs, Hami Aksoy, in Response to a Question Regarding the Statement of the Ministry of Foreign Affairs of the Arab Republic of Egypt on Turkey's Continuing Claw-Eagle and Claw-Tiger Operations in Northern Iraq",https://www.mfa.gov.tr/sc_-62_-misir-arap-cumhuriyeti-disisleri-bakanliginin-ulkemizin-irak-in-kuzeyinde-devam-eden-pence-kartal-ve-pence-kaplan-operasyonlarina-dair-aciklamasi-hk-sc.tr.mfa,,0,0,1,0,1,0,1,PKK,,,"QA-62, 3 July 2020, Statement of the Spokesperson of the Ministry of Foreign Affairs, Hami Aksoy, in Response to a Question Regarding the Statement of the Ministry of Foreign Affairs of the Arab Republic of Egypt on Turkey's Continuing Claw-Eagle and Claw-Tiger Operations in Northern Iraq
 In the statement made by the Ministry of Foreign Affairs of the Arab Republic of Egypt, we reject the condemnation of our Claw-Eagle and Claw-Tiger Operations against the PKK, which is nesting in northern Iraq and oppressing Iraqi citizens as well as our country for decades, and accusing our country of being a source of instability in the region.
 
 It is tragicomic that those who came to power with the coup d'etat and threatened to intervene in Libya to support the putschist Haftar, like them, condemn our operations against terrorism.
 
 Such irresponsible statements are attempts that serve the agenda of the bloody PKK terrorist organization, not the brotherly people of Iraq, which we always stand by, as alleged.
 
 It should not be forgotten that the terrorist organization PKK threatens the stability, security and territorial integrity of Iraq as well.
 
 As Turkey, we will continue to stand by the Iraqi people, whose rights have been usurped by the PKK and its supporters, and to fight terrorism with determination."
2020-05-07,7/5/2020,"SC-63, 5 Temmuz 2020, Dışişleri Bakanlığı Sözcüsü Hami Aksoy’un Irak Başbakanlık Sözcüsü ve Irak Dışişleri Bakanlığı Sözcüsünün Ülkemizin Irak’ın Kuzeyinde Devam Eden Pençe-Kartal ve Pençe-Kaplan Operasyonlarına Dair Açıklamaları Hakkındaki Soruya Cevabı","QA-63, 5 July 2020, Foreign Ministry Spokesperson Hami Aksoy's Response to a Question Regarding the Statements of the Iraqi Prime Ministry Spokesperson and the Spokesperson of the Iraqi Ministry of Foreign Affairs on Turkey's Continuing Claw-Eagle and Claw-Tiger Operations in the North of Iraq",https://www.mfa.gov.tr/sc_-63_-irak-basbakanlik-sozcusu-ve-irak-disisleri-bakanligi-sozcusunun-ulkemizin-irak-in-kuzeyinde-devam-eden-pence-kartal-ve-pence-kaplan-operasyonlarina-dair-aciklamalari-hk-sc.tr.mfa,,0,0,1,0,0,0,1,PKK,0,0,"We gave the necessary answers to the statements made by the Iraqi authorities about the Claw operations we carried out against the places where the bloody terrorist organization PKK found melce in Iraq.
 
 There are some new and baseless statements coming from the Iraqi authorities in this regard.
 
 On this occasion, we remind the Iraqi authorities once again that we expect the PKK not to let the PKK terrorist organization use their lands by fulfilling their obligations under international law and the Iraqi Constitution, and that we are ready to cooperate for the joint struggle with the PKK, which threatens Iraq's security and violates its sovereignty.
 
 As long as these expectations are not met, Turkey is determined to take the necessary measures on the basis of its right of self-defense stemming from international law against all kinds of destructive activities arising from Iraqi territory towards its borders, security and stability."
